ECDS_UniqueID,Sort1,Sort2,Sort3,ECDS_Group1,ECDS_Group2,ECDS_Group3,ECDS_Description,ECDS_SearchTerms,SNOMED_Code,Flag_Injury,Flag_NotifiableDisease,Flag_Male,Flag_Female,Flag_Allergy,Flag_SDEC,Flag_ADS,Notes,ICD10_Mapping
UEC04DIA3121481000,31,21,48,Cardiovascular,Vascular : structure,Arterial aneurysm (not aorta),Arterial aneurysm (not aorta),aneurysm femoral iliac brachial leak,233981004,0,0,1,1,0,0,1,New code introduced July 2021,I72.8
UEC04DIA3121511000,31,21,51,Cardiovascular,Vascular : structure,Leg ulcer,Leg ulcer,leg ulcer pretibial tibial diabetes dvt varicose,711168000,0,0,1,1,0,0,1,,L97
UEC04DIA3121651000,31,21,65,Cardiovascular,Vascular : structure,Disorder related to AV fistula,Disorder related to AV fistula,superior vena cava syndrome obstruction swelling lung cancer,439470001,0,0,1,1,0,0,1,New code introduced July 2021,T82.5
UEC04DIA3121811000,31,21,81,Cardiovascular,Vascular : structure,Caroticocavernous sinus fistula,Caroticocavernous sinus fistula,Caroticocavernous sinus fistula,126011000119107,1,0,1,1,0,0,0,New code introduced April 2022,T90.8
UEC04DIA3125111000,31,25,11,Cardiovascular,Vascular : function,Deep vein thrombosis,Deep vein thrombosis,deep vein venous dvt thrombosis pe pulmonary embolus,128053003,0,0,1,1,0,1,1,,I80.2
UEC04DIA3125151000,31,25,15,Cardiovascular,Vascular : function,Pulmonary embolism,Pulmonary embolism,pe pulmonary embolism dvt deep venous thrombosis,59282003,0,0,1,1,0,1,1,,I26.9
UEC04DIA3125171000,31,25,17,Cardiovascular,Vascular : function,Thrombophlebitis of leg,Thrombophlebitis of leg,thrombophlebitis leg deep venous thrombosis dvt varicose,40283005,0,0,1,1,0,0,1,,I80.3
UEC04DIA3125211000,31,25,21,Cardiovascular,Vascular : function,Peripheral vascular disease,Peripheral vascular disease,peripheral vascular disease smoker smoking,400047006,0,0,1,1,0,0,1,,I73.9
UEC04DIA3125231000,31,25,23,Cardiovascular,Vascular : function,Lower limb ischaemia,Lower limb ischaemia,peripheral vascular disease smoker smoking lower limb leg ischaemia,233961000,0,0,1,1,0,0,1,New code introduced July 2021,I99
UEC04DIA3125251000,31,25,25,Cardiovascular,Vascular : function,Upper limb ischaemia,Upper limb ischaemia,peripheral vascular disease smoker smoking upper limb arm ischaemia,233959009,0,0,1,1,0,0,1,New code introduced July 2021,I99
UEC04DIA3125511000,31,25,51,Cardiovascular,Vascular : function,Arterial embolism / thrombosis,Arterial embolism / thrombosis,arterial embolism thrombosis ischaemic limb pain,266262004,0,0,1,1,0,0,1,,I74.9
UEC04DIA3125611000,31,25,61,Cardiovascular,Vascular : function,Superior vena cava obstruction,Superior vena cava obstruction,superior vena cava syndrome obstruction swelling lung cancer,63363004,0,0,1,1,0,0,0,,I87.1
UEC04DIA3125711000,31,25,71,Cardiovascular,Vascular : function,Lymphatic disorder,Lymphatic disorder,obstruction swelling lymphatics radiotherapy lymphoedema,3305006,0,0,1,1,0,0,1,New code introduced July 2021,I89.9
UEC04DIA3125731000,31,25,73,Cardiovascular,Vascular : function,Lymphoedema,Lymphoedema,obstruction swelling lymphatics radiotherapy lymphoedema,234097001,0,0,1,1,0,0,1,New code introduced July 2021,I89.0
UEC04DIA3531111000,35,31,11,Gastrointestinal,GI : upper : structure,Complication of gastrostomy (PEG tube),Complication of gastrostomy (PEG tube),gastrostomy stoma stroke peg tube fall out fell,309773000,0,0,1,1,0,1,1,,K91.8
UEC04DIA3531421000,35,31,42,Gastrointestinal,GI : upper : structure,Oesophageal stricture,Oesophageal stricture,oesophagus stricture oesophageal,63305008,0,0,1,1,0,1,0,,K22.2
UEC04DIA3531471000,35,31,47,Gastrointestinal,GI : upper : structure,Oesophageal perforation,Oesophageal perforation,oesophagus perforation Boerhaave syndrome button battery,23387001,0,0,1,1,0,0,0,,K22.3
UEC04DIA3531491000,35,31,49,Gastrointestinal,GI : upper : structure,Oesophageal varices with bleeding,Oesophageal varices with bleeding,oesophageal varices with bleeding liver,17709002,0,0,1,1,0,0,1,,I85.0
UEC04DIA3531711000,35,31,71,Gastrointestinal,GI : upper : structure,Ascites,Ascites,ascites liver failure hepatic,389026000,0,0,1,1,0,0,1,,R18
UEC04DIA3531961000,35,31,96,Gastrointestinal,GI : upper : structure,Intestinal transplant related,Intestinal transplant related,intestinal gut transplant ileum jejenum rejection,13160009,0,0,1,1,0,0,1,New code introduced July 2021,T86.8
UEC04DIA3533111000,35,33,11,Gastrointestinal,GI : upper : function,Gastro-oesophageal reflux,Gastro-oesophageal reflux,gastroesophageal reflux gord heartburn,235595009,0,0,1,1,0,0,1,,K21.9
UEC04DIA3533191000,35,33,19,Gastrointestinal,GI : upper : function,Oesophagitis (without reflux),Oesophagitis (without reflux),oesophagus oesophagitis heartburn,16761005,0,0,1,1,0,0,1,,K20
UEC04DIA3533311000,35,33,31,Gastrointestinal,GI : upper : function,Upper gastrointestinal haemorrhage,Upper gastrointestinal haemorrhage,upper gastrointestinal hemorrhage haematemesis gi bleed,37372002,0,0,1,1,0,1,1,,K92.0
UEC04DIA3533351000,35,33,35,Gastrointestinal,GI : upper : function,Gastritis,Gastritis,gastritis ulcer peptic,4556007,0,0,1,1,0,0,1,,K29.7
UEC04DIA3533371000,35,33,37,Gastrointestinal,GI : upper : function,Gastroduodenal ulcer,Gastroduodenal ulcer,gastroduodenal peptic ulcer gastritis,13200003,0,0,1,1,0,0,0,,K27
UEC04DIA3533751000,35,33,75,Gastrointestinal,GI : upper : function,Oesophageal spasm,Oesophageal spasm,oesophagus spasm,79962008,0,0,1,1,0,0,1,,K22.4
UEC04DIA3533951000,35,33,95,Gastrointestinal,GI : upper : function,Cyclical vomiting syndrome,Cyclical vomiting syndrome,cyclical vomiting syndrome hyperemesis,18773000,0,0,1,1,0,0,1,,F50.5
UEC04DIA3535111000,35,35,11,Gastrointestinal,GI : hepatobiliary / pancreas,Biliary colic,Biliary colic,biliary colic abdominal pain,30093007,0,0,1,1,0,1,1,,K80.5
UEC04DIA3535161000,35,35,16,Gastrointestinal,GI : hepatobiliary / pancreas,Cholecystitis,Cholecystitis,cholecystitis abdominal pain,76581006,0,0,1,1,0,1,1,,K81.9
UEC04DIA3535191000,35,35,19,Gastrointestinal,GI : hepatobiliary / pancreas,Gallstones with cholecystitis,Gallstones with cholecystitis,gallstones with cholecystitis abdominal pain,25924004,0,0,1,1,0,1,1,,K80.0
UEC04DIA3535251000,35,35,25,Gastrointestinal,GI : hepatobiliary / pancreas,Ascending cholangitis,Ascending cholangitis,ascending cholangitis,26918003,0,0,1,1,0,0,1,,K83.0
UEC04DIA3535311000,35,35,31,Gastrointestinal,GI : hepatobiliary / pancreas,Acute pancreatitis,Acute pancreatitis,acute pancreatitis abdominal pain,197456007,0,0,1,1,0,0,1,,K85.9
UEC04DIA3535361000,35,35,36,Gastrointestinal,GI : hepatobiliary / pancreas,Chronic pancreatitis,Chronic pancreatitis,chronic recurrent pancreatitis abdominal pain,235494005,0,0,1,1,0,0,1,,K86.1
UEC04DIA3535391000,35,35,39,Gastrointestinal,GI : hepatobiliary / pancreas,Pancreatic transplant related,Pancreatic transplant related,chronic recurrent pancreatitis abdominal pain,79369007,0,0,1,1,0,0,1,New code introduced July 2021,T86.8
UEC04DIA3535511000,35,35,51,Gastrointestinal,GI : hepatobiliary / pancreas,Chronic liver disease,Chronic liver disease,chronic liver disease hepatic,328383001,0,0,1,1,0,0,1,,K76.9
UEC04DIA3535611000,35,35,61,Gastrointestinal,GI : hepatobiliary / pancreas,Hepatitis,Hepatitis,hepatitis liver,128241005,0,0,1,1,0,0,1,,K75.9
UEC04DIA3535681000,35,35,68,Gastrointestinal,GI : hepatobiliary / pancreas,Hepatic failure or coma,Hepatic failure or coma,liver failure hepatic failure jaundice encephalopathy,59927004,0,0,1,1,0,0,1,,K72.9
UEC04DIA3535811000,35,35,81,Gastrointestinal,GI : hepatobiliary / pancreas,Liver transplant related,Liver transplant related,liver transplant rejection,235910007,0,0,1,1,0,0,1,New code introduced July 2021,T86.4
UEC04DIA3535911000,35,35,91,Gastrointestinal,GI : hepatobiliary / pancreas,Sphincter of Oddi dysfunction,Sphincter of Oddi dysfunction,Dysfunction of sphincter of Oddi,430887001,0,0,1,1,0,0,1,,K83.4
UEC04DIA3537111000,35,37,11,Gastrointestinal,GI : lower : function,Appendicitis,Appendicitis,appendicitis appendix abdominal pain,74400008,0,0,1,1,0,0,1,,K35.8
UEC04DIA3537121000,35,37,12,Gastrointestinal,GI : lower : function,Mesenteric lymphadenitis,Mesenteric lymphadenitis,mesenteric lymphadenitis abdominal pain,44897000,0,0,1,1,0,0,1,,I88.0
UEC04DIA3537171000,35,37,17,Gastrointestinal,GI : lower : function,Constipation (chronic),Constipation (chronic),constipation overflow atonic,236069009,0,0,1,1,0,0,1,New code introduced July 2021,K59.0
UEC04DIA3537281000,35,37,28,Gastrointestinal,GI : lower : function,Anorectal bleeding,Anorectal bleeding,haemorrhage anus rectum anal bleed,12063002,0,0,1,1,0,0,1,,K62.5
UEC04DIA3537291000,35,37,29,Gastrointestinal,GI : lower : function,Anal fissure,Anal fissure,anal fissure bleed haemorrhage anus rectum,30037006,0,0,1,1,0,0,0,,K60.2
UEC04DIA3537351000,35,37,35,Gastrointestinal,GI : lower : function,Lower gastrointestinal hemorrhage,Lower gastrointestinal haemorrhage,lower gastrointestinal hemorrhage melaena gi bleed,87763006,0,0,1,1,0,1,1,,K92.1
UEC04DIA3537811000,35,37,81,Gastrointestinal,GI : lower : function,Crohns disease,Crohns disease,crohns disease uc ulcerative colitis inflammatory bowel,34000006,0,0,1,1,0,0,1,,K50.9
UEC04DIA3537851000,35,37,85,Gastrointestinal,GI : lower : function,Ulcerative colitis,Ulcerative colitis,uc ulcerative colitis crohns disease inflammatory bowel,64766004,0,0,1,1,0,0,1,,K51.9
UEC04DIA3537911000,35,37,91,Gastrointestinal,GI : lower : function,Irritable bowel syndrome,Irritable bowel syndrome,irritable bowel,10743008,0,0,1,1,0,0,1,,K58.8
UEC04DIA3538111000,35,38,11,Gastrointestinal,GI : lower : structure,Diverticular disease,Diverticular disease,diverticulum diverticulitis abdominal pain,397881000,0,0,1,1,0,1,1,New code introduced July 2021,K57.9
UEC04DIA3538151000,35,38,15,Gastrointestinal,GI : lower : structure,Haemorrhoids,Haemorrhoids,haemorrhoids anus rectum bleed lump,70153002,0,0,1,1,0,0,1,,K64.9
UEC04DIA3538211000,35,38,21,Gastrointestinal,GI : lower : structure,Bowel obstruction,Bowel obstruction,bowel obstruction ileus abdominal pain,81060008,0,0,1,1,0,0,1,,K56.6
UEC04DIA3538251000,35,38,25,Gastrointestinal,GI : lower : structure,Abscess : perianal or anal,Abscess : perianal or anal,perianal abscess anal anus rectum,82127005,0,0,1,1,0,1,1,,K61.0
UEC04DIA3538431000,35,38,43,Gastrointestinal,GI : lower : structure,Perforated / ruptured bowel,Perforated / ruptured bowel,perforation intestine ulcer viscus abdominal pain button battery,56905009,0,0,1,1,0,0,1,,K63.1
UEC04DIA3538451000,35,38,45,Gastrointestinal,GI : lower : structure,Peritonitis,Peritonitis,peritonitis abdominal pain,48661000,0,0,1,1,0,0,1,,K65.9
UEC04DIA3538471000,35,38,47,Gastrointestinal,GI : lower : structure,Ischaemic bowel,Ischaemic bowel,ischaemic bowel gut abdominal pain,91489000,0,0,1,1,0,0,1,,K55.9
UEC04DIA3538511000,35,38,51,Gastrointestinal,GI : lower : structure,Stoma problem,Stoma problem,stoma colostomy illeostomy urostomy,302918009,0,0,1,1,0,0,1,,K91.4
UEC04DIA3538551000,35,38,55,Gastrointestinal,GI : lower : structure,Rectal prolapse,Rectal prolapse,rectal prolapse rectum,57773001,0,0,1,1,0,0,1,,K62.3
UEC04DIA3538751000,35,38,75,Gastrointestinal,GI : lower : structure,Volvulus,Volvulus,volvulus gut colonic abdominal pain,9707006,0,0,1,1,0,0,1,,K56.2
UEC04DIA3538891000,35,38,89,Gastrointestinal,GI : lower : structure,Fistula of GI tract,Fistula of GI tract,crohns disease uc ulcerative colitis inflammatory bowel,735426009,0,0,1,1,0,0,1,New code introduced July 2021,K63.2
UEC04DIA3539111000,35,39,11,Gastrointestinal,GI : hernia,Inguinal hernia,Inguinal hernia,groin hernia lump abdominal pain inguinal,396232000,0,0,1,1,0,0,1,,K40.9
UEC04DIA3539211000,35,39,21,Gastrointestinal,GI : hernia,Femoral hernia,Femoral hernia,femoral inguinal hernia lump groin abdominal pain,50063009,0,0,1,1,0,0,1,,K41.9
UEC04DIA3539411000,35,39,41,Gastrointestinal,GI : hernia,Umbilical hernia,Umbilical hernia,umbilical hernia lump,396347007,0,0,1,1,0,0,1,,K42.9
UEC04DIA3539511000,35,39,51,Gastrointestinal,GI : hernia,Diaphragmatic hernia,Diaphragmatic hernia,diaphragmatic hernia hiatus oesophageal esophageal traumatic reflux GORD,39839004,0,0,1,1,0,0,1,,K44.9
UEC04DIA3539611000,35,39,61,Gastrointestinal,GI : hernia,Incisional hernia,Incisional hernia,incisional hernia lump abdominal pain,236037000,0,0,1,1,0,0,1,,K43.2
UEC04DIA3539711000,35,39,71,Gastrointestinal,GI : hernia,Spigelian hernia,Spigelian hernia,hernia lump abdominal pain spigelian,290187002,0,0,1,1,0,0,0,New code introduced July 2021,K43.6
UEC04DIA4141111000,41,41,11,Medical specialties,Respiratory : lower,Asthma,Asthma,asthma wheeze COPD chronic obstructive pulmonary airways pulmonary bronchiolitis allergy anaphylaxis,195967001,0,0,1,1,1,1,1,,J45.9
UEC04DIA4141351000,41,41,35,Medical specialties,Respiratory : lower,Aspiration pneumonia,Aspiration pneumonia,aspiration pneumonia,422588002,0,0,1,1,0,0,1,,J69.0
UEC04DIA4141891000,41,41,89,Medical specialties,Respiratory : lower,Haemoptysis,Haemoptysis,haemoptysis cough blood,66857006,0,0,1,1,0,0,1,,R04.2
UEC04DIA4145531000,41,45,53,Medical specialties,Respiratory : lower,Interstitial lung disease,Interstitial lung disease,interstitial lung disease,233703007,0,0,1,1,0,0,1,New code introduced July 2021,J84.9
UEC04DIA4145611000,41,45,61,Medical specialties,Respiratory : lower,Bronchiectasis,Bronchiectasis,bronchiectasis,12295008,0,0,1,1,0,0,1,New code introduced July 2021,J47
UEC04DIA4145651000,41,45,65,Medical specialties,Respiratory : lower,Pneumoconiosis,Pneumoconiosis,pneumoconiosis coal lung,40122008,0,0,1,1,0,0,1,New code introduced July 2021,J64
UEC04DIA4145811000,41,45,81,Medical specialties,Respiratory : lower,Pneumonitis,Pneumonitis,Pneumonitis,205237003,0,0,1,1,0,0,1,New code introduced July 2021,J18.9
UEC04DIA4145831000,41,45,83,Medical specialties,Respiratory : lower,Extrinsic allergic alveolitis,Extrinsic allergic alveolitis,Extrinsic allergic alveolitis mushroom bird fancier pigeon farmer metal working fluid mwf,37471005,0,0,1,1,1,0,1,New code introduced July 2021,J67.9
UEC04DIA4145851000,41,45,85,Medical specialties,Respiratory : lower,Pulmonary haemorrhage,Pulmonary haemorrhage,Pulmonary hemorrhage,78144005,0,0,1,1,0,0,1,New code introduced July 2021,R04.8
UEC04DIA4145951000,41,45,95,Medical specialties,Respiratory : lower,lung transplant related,lung transplant related,lung transplant complication rejection,427928003,0,0,1,1,0,0,1,New code introduced July 2021,T86.8
UEC04DIA4147111000,41,47,11,Medical specialties,Respiratory : pleural,Spontaneous pneumothorax,Spontaneous pneumothorax,spontaneous pneumothorax pneumothorax,80423007,0,0,1,1,0,1,1,,J93.1
UEC04DIA4147371000,41,47,37,Medical specialties,Respiratory : pleural,Pleural effusion,Pleural effusion,pleural effusion lung,60046008,0,0,1,1,0,1,1,,J90
UEC04DIA4147391000,41,47,39,Medical specialties,Respiratory : pleural,Empyema,Empyema,empyema lung effusion,58554001,0,0,1,1,0,0,0,,J86.9
UEC04DIA4147751000,41,47,75,Medical specialties,Respiratory : pleural,Pleural plaque,Pleural plaque,asbestos mesothelioma asbestosis pleural plaque,233658003,0,0,1,1,0,0,1,New code introduced July 2021,J92
UEC04DIA4147771000,41,47,77,Medical specialties,Respiratory : pleural,Asbestosis,Asbestosis,asbestosis mesothelioma asbestos,22607003,0,0,1,1,0,0,1,New code introduced July 2021,J61
UEC04DIA4149111000,41,49,11,Medical specialties,Respiratory : function,Chronic obstructive pulmonary disease (COPD),Chronic obstructive pulmonary disease (COPD),copd chronic obstructive lung disease asthma airways pink puffer blue bloater,13645005,0,0,1,1,0,1,1,,J44.9
UEC04DIA4149131000,41,49,13,Medical specialties,Respiratory : function,Acute exacerbation of COPD,Acute exacerbation of COPD,copd chronic obstructive lung disease asthma airways pink puffer blue bloater exacerbation,195951007,0,0,1,1,0,1,1,,J44.1
UEC04DIA4149211000,41,49,21,Medical specialties,Respiratory : function,Respiratory failure without hypercapnia,Respiratory failure without hypercapnia,copd coad type 1 respiratory failure pink puffer emphysema bronchitis,233765002,0,0,1,1,0,0,1,,J96.0
UEC04DIA4149251000,41,49,25,Medical specialties,Respiratory : function,Respiratory failure with hypercapnia,Respiratory failure with hypercapnia,copd coad type 2 respiratory failure blue bloater emphysema bronchitis,709109004,0,0,1,1,0,0,1,,J96.1
UEC04DIA4149551000,41,49,55,Medical specialties,Respiratory : function,Breathing-related sleep disorder,Breathing-related sleep disorder,obstructive sleep apnoea upper airway obstruction,111489007,0,0,1,1,0,0,1,New code introduced July 2021,G47.3
UEC04DIA4149911000,41,49,91,Medical specialties,Respiratory : function,Respiratory arrest,Respiratory arrest,respiratory arrest cardiac cardiorespiratory,87317003,0,0,1,1,0,0,1,,R09.2
UEC04DIA4151111000,41,51,11,Medical specialties,Neuro : central,Tension headache,Tension headache,headache tension,398057008,0,0,1,1,0,0,1,,G44.2
UEC04DIA4151131000,41,51,13,Medical specialties,Neuro : central,Migraine,Migraine,headache migraine cluster,37796009,0,0,1,1,0,1,1,,G43.9
UEC04DIA4151151000,41,51,15,Medical specialties,Neuro : central,Cluster headache,Cluster headache,headache cluster migraine chronic,193031009,0,0,1,1,0,1,1,,G44.0
UEC04DIA4151211000,41,51,21,Medical specialties,Neuro : central,Delirium (acute confusion),Delirium (acute confusion),delirium acute confusion dementia,2776000,0,0,1,1,0,0,1,,F05.9
UEC04DIA4151251000,41,51,25,Medical specialties,Neuro : central,Dementia,Dementia,dementia confusion delirium memory problems cognitive impairment Alzheimer Pick vascular dementia Lewy body frontotemporal,52448006,0,0,1,1,0,0,1,,F03
UEC04DIA4151271000,41,51,27,Medical specialties,Neuro : central,Parkinson's disease,Parkinson's disease,parkinson disease tremor,32798002,0,0,1,1,0,0,1,,G20
UEC04DIA4151311000,41,51,31,Medical specialties,Neuro : central,Benign intracranial hypertension,Benign intracranial hypertension,brain tumour benign intracranial hypertension space occupying headache normal pressure hydrocephalus,68267002,0,0,1,1,0,0,1,,G93.2
UEC04DIA4151351000,41,51,35,Medical specialties,Neuro : central,Normal pressure hydrocephalus,Normal pressure hydrocephalus,brain tumour intracranial space occupying headache normal pressure hydrocephalus benign intracranial hypertension,30753002,0,0,1,1,0,0,1,New code introduced July 2021,G91.2
UEC04DIA4151371000,41,51,37,Medical specialties,Neuro : central,Intracranial space-occupying lesion,Intracranial space-occupying lesion,brain tumour space occupying lesion headache,85974009,0,0,1,1,0,0,1,New code introduced July 2021,R90.0
UEC04DIA4151391000,41,51,39,Medical specialties,Neuro : central,Ventriculoperitoneal shunt : complication,Ventriculoperitoneal shunt : complication,ventricular peritoneal drain catheter complication,371077002,0,0,1,1,0,0,1,,T85.0
